student_name,subject,score,max_score,test_name,date
Aisha Kulkarni,Science,58,100,Unit Test 6,2026-06-14
Aisha Kulkarni,Mathematics,84,100,Unit Test 6,2026-06-14
Aisha Kulkarni,History,86,100,Unit Test 6,2026-06-14
Aisha Kulkarni,English,65,100,Unit Test 6,2026-06-14
Aisha Kulkarni,Computer Science,77,100,Unit Test 6,2026-06-14
Aisha Kulkarni,Geography,88,100,Unit Test 6,2026-06-14
Aryan Mehta,Mathematics,77,100,Unit Test 1,2026-01-15
Aryan Mehta,History,77,100,Unit Test 1,2026-01-15
Aryan Mehta,Geography,76,100,Unit Test 1,2026-01-15
Aryan Mehta,English,80,100,Unit Test 1,2026-01-15
Aryan Mehta,Science,65,100,Unit Test 1,2026-01-15
Aryan Mehta,Science,69,100,Unit Test 2,2026-02-14
Aryan Mehta,Geography,76,100,Unit Test 2,2026-02-14
Aryan Mehta,Mathematics,79,100,Unit Test 2,2026-02-14
Aryan Mehta,History,79,100,Unit Test 2,2026-02-14
Aryan Mehta,English,74,100,Unit Test 2,2026-02-14
Aryan Mehta,English,67,100,Unit Test 3,2026-03-16
Aryan Mehta,History,80,100,Unit Test 3,2026-03-16
Aryan Mehta,Science,76,100,Unit Test 3,2026-03-16
Aryan Mehta,Geography,79,100,Unit Test 3,2026-03-16
Aryan Mehta,Mathematics,78,100,Unit Test 3,2026-03-16
Aryan Mehta,English,61,100,Unit Test 4,2026-04-15
Aryan Mehta,Mathematics,79,100,Unit Test 4,2026-04-15
Aryan Mehta,History,80,100,Unit Test 4,2026-04-15
Aryan Mehta,Science,81,100,Unit Test 4,2026-04-15
Aryan Mehta,Geography,78,100,Unit Test 4,2026-04-15
Aryan Mehta,English,57,100,Unit Test 5,2026-05-15
Aryan Mehta,History,81,100,Unit Test 5,2026-05-15
Aryan Mehta,Geography,77,100,Unit Test 5,2026-05-15
Aryan Mehta,Mathematics,77,100,Unit Test 5,2026-05-15
Aryan Mehta,Science,85,100,Unit Test 5,2026-05-15
Aryan Mehta,Mathematics,76,100,Unit Test 6,2026-06-14
Aryan Mehta,English,53,100,Unit Test 6,2026-06-14
Aryan Mehta,Geography,79,100,Unit Test 6,2026-06-14
Aryan Mehta,History,80,100,Unit Test 6,2026-06-14
Aryan Mehta,Science,88,100,Unit Test 6,2026-06-14
Aryan Menon,English,77,100,Unit Test 1,2026-01-15
Aryan Menon,Computer Science,65,100,Unit Test 1,2026-01-15
Aryan Menon,History,67,100,Unit Test 1,2026-01-15
Aryan Menon,Mathematics,70,100,Unit Test 1,2026-01-15
Aryan Menon,Geography,53,100,Unit Test 1,2026-01-15
Aryan Menon,Computer Science,72,100,Unit Test 2,2026-02-14
Aryan Menon,History,70,100,Unit Test 2,2026-02-14
Aryan Menon,Mathematics,80,100,Unit Test 2,2026-02-14
Aryan Menon,Geography,56,100,Unit Test 2,2026-02-14
Aryan Menon,English,83,100,Unit Test 2,2026-02-14
Aryan Menon,History,73,100,Unit Test 3,2026-03-16
Aryan Menon,Computer Science,78,100,Unit Test 3,2026-03-16
Aryan Menon,English,87,100,Unit Test 3,2026-03-16
Aryan Menon,Geography,54,100,Unit Test 3,2026-03-16
Aryan Menon,Mathematics,73,100,Unit Test 3,2026-03-16
Aryan Menon,Geography,52,100,Unit Test 4,2026-04-15
Aryan Menon,English,92,100,Unit Test 4,2026-04-15
Aryan Menon,Computer Science,84,100,Unit Test 4,2026-04-15
Aryan Menon,Mathematics,75,100,Unit Test 4,2026-04-15
Aryan Menon,History,80,100,Unit Test 4,2026-04-15
Aryan Menon,Geography,50,100,Unit Test 5,2026-05-15
Aryan Menon,English,97,100,Unit Test 5,2026-05-15
Aryan Menon,Mathematics,68,100,Unit Test 5,2026-05-15
Aryan Menon,History,84,100,Unit Test 5,2026-05-15
Aryan Menon,Computer Science,90,100,Unit Test 5,2026-05-15
Aryan Menon,Mathematics,56,100,Unit Test 6,2026-06-14
Aryan Menon,English,100,100,Unit Test 6,2026-06-14
Aryan Menon,Computer Science,95,100,Unit Test 6,2026-06-14
Aryan Menon,Geography,49,100,Unit Test 6,2026-06-14
Aryan Menon,History,90,100,Unit Test 6,2026-06-14
Avni Desai,Mathematics,80,100,Unit Test 1,2026-01-15
Avni Desai,Geography,65,100,Unit Test 1,2026-01-15
Avni Desai,Science,56,100,Unit Test 1,2026-01-15
Avni Desai,Computer Science,84,100,Unit Test 1,2026-01-15
Avni Desai,History,94,100,Unit Test 1,2026-01-15
Avni Desai,English,68,100,Unit Test 1,2026-01-15
Avni Desai,Computer Science,78,100,Unit Test 2,2026-02-14
Avni Desai,Mathematics,78,100,Unit Test 2,2026-02-14
Avni Desai,History,99,100,Unit Test 2,2026-02-14
Avni Desai,Science,52,100,Unit Test 2,2026-02-14
Avni Desai,Geography,71,100,Unit Test 2,2026-02-14
Avni Desai,English,68,100,Unit Test 2,2026-02-14
Avni Desai,Geography,74,100,Unit Test 3,2026-03-16
Avni Desai,Science,48,100,Unit Test 3,2026-03-16
Avni Desai,Mathematics,76,100,Unit Test 3,2026-03-16
Avni Desai,History,100,100,Unit Test 3,2026-03-16
Avni Desai,English,70,100,Unit Test 3,2026-03-16
Avni Desai,Computer Science,79,100,Unit Test 3,2026-03-16
Avni Desai,Science,42,100,Unit Test 4,2026-04-15
Avni Desai,Computer Science,67,100,Unit Test 4,2026-04-15
Avni Desai,Geography,81,100,Unit Test 4,2026-04-15
Avni Desai,English,62,100,Unit Test 4,2026-04-15
Avni Desai,History,100,100,Unit Test 4,2026-04-15
Avni Desai,Mathematics,75,100,Unit Test 4,2026-04-15
Avni Desai,Geography,85,100,Unit Test 5,2026-05-15
Avni Desai,Computer Science,80,100,Unit Test 5,2026-05-15
Avni Desai,Science,38,100,Unit Test 5,2026-05-15
Avni Desai,English,66,100,Unit Test 5,2026-05-15
Avni Desai,Mathematics,72,100,Unit Test 5,2026-05-15
Avni Desai,History,100,100,Unit Test 5,2026-05-15
Avni Desai,History,100,100,Unit Test 6,2026-06-14
Avni Desai,Computer Science,95,100,Unit Test 6,2026-06-14
Avni Desai,English,65,100,Unit Test 6,2026-06-14
Avni Desai,Mathematics,71,100,Unit Test 6,2026-06-14
Avni Desai,Science,35,100,Unit Test 6,2026-06-14
Avni Desai,Geography,88,100,Unit Test 6,2026-06-14
Dhruv Chauhan,Science,92,100,Unit Test 1,2026-01-15
Dhruv Chauhan,History,65,100,Unit Test 1,2026-01-15
Dhruv Chauhan,Geography,75,100,Unit Test 1,2026-01-15
Dhruv Chauhan,Mathematics,69,100,Unit Test 1,2026-01-15
Dhruv Chauhan,Computer Science,85,100,Unit Test 1,2026-01-15
Dhruv Chauhan,Mathematics,69,100,Unit Test 2,2026-02-14
Dhruv Chauhan,History,61,100,Unit Test 2,2026-02-14
Dhruv Chauhan,Science,98,100,Unit Test 2,2026-02-14
Dhruv Chauhan,Geography,75,100,Unit Test 2,2026-02-14
Dhruv Chauhan,Computer Science,91,100,Unit Test 2,2026-02-14
Dhruv Chauhan,Science,100,100,Unit Test 3,2026-03-16
Dhruv Chauhan,Geography,87,100,Unit Test 3,2026-03-16
Dhruv Chauhan,Computer Science,79,100,Unit Test 3,2026-03-16
Dhruv Chauhan,History,54,100,Unit Test 3,2026-03-16
Dhruv Chauhan,Mathematics,67,100,Unit Test 3,2026-03-16
Dhruv Chauhan,Geography,97,100,Unit Test 4,2026-04-15
Dhruv Chauhan,Science,100,100,Unit Test 4,2026-04-15
Dhruv Chauhan,Mathematics,69,100,Unit Test 4,2026-04-15
Dhruv Chauhan,Computer Science,94,100,Unit Test 4,2026-04-15
Dhruv Chauhan,History,48,100,Unit Test 4,2026-04-15
Dhruv Chauhan,Science,100,100,Unit Test 5,2026-05-15
Dhruv Chauhan,Computer Science,97,100,Unit Test 5,2026-05-15
Dhruv Chauhan,Geography,91,100,Unit Test 5,2026-05-15
Dhruv Chauhan,History,43,100,Unit Test 5,2026-05-15
Dhruv Chauhan,Mathematics,72,100,Unit Test 5,2026-05-15
Dhruv Chauhan,Geography,99,100,Unit Test 6,2026-06-14
Dhruv Chauhan,History,39,100,Unit Test 6,2026-06-14
Dhruv Chauhan,Mathematics,71,100,Unit Test 6,2026-06-14
Dhruv Chauhan,Computer Science,89,100,Unit Test 6,2026-06-14
Dhruv Chauhan,Science,100,100,Unit Test 6,2026-06-14
Diya Pillai,Computer Science,50,100,Unit Test 1,2026-01-15
Diya Pillai,Mathematics,72,100,Unit Test 1,2026-01-15
Diya Pillai,Science,78,100,Unit Test 1,2026-01-15
Diya Pillai,Geography,64,100,Unit Test 1,2026-01-15
Diya Pillai,English,76,100,Unit Test 1,2026-01-15
Diya Pillai,Geography,65,100,Unit Test 2,2026-02-14
Diya Pillai,Computer Science,47,100,Unit Test 2,2026-02-14
Diya Pillai,Science,84,100,Unit Test 2,2026-02-14
Diya Pillai,English,77,100,Unit Test 2,2026-02-14
Diya Pillai,Mathematics,73,100,Unit Test 2,2026-02-14
Diya Pillai,Science,91,100,Unit Test 3,2026-03-16
Diya Pillai,Mathematics,72,100,Unit Test 3,2026-03-16
Diya Pillai,Computer Science,42,100,Unit Test 3,2026-03-16
Diya Pillai,English,80,100,Unit Test 3,2026-03-16
Diya Pillai,Geography,68,100,Unit Test 3,2026-03-16
Diya Pillai,Mathematics,70,100,Unit Test 4,2026-04-15
Diya Pillai,Geography,70,100,Unit Test 4,2026-04-15
Diya Pillai,Science,95,100,Unit Test 4,2026-04-15
Diya Pillai,Computer Science,36,100,Unit Test 4,2026-04-15
Diya Pillai,English,82,100,Unit Test 4,2026-04-15
Diya Pillai,Mathematics,81,100,Unit Test 5,2026-05-15
Diya Pillai,Geography,67,100,Unit Test 5,2026-05-15
Diya Pillai,Science,99,100,Unit Test 5,2026-05-15
Diya Pillai,Computer Science,32,100,Unit Test 5,2026-05-15
Diya Pillai,English,83,100,Unit Test 5,2026-05-15
Diya Pillai,Science,100,100,Unit Test 6,2026-06-14
Diya Pillai,Computer Science,28,100,Unit Test 6,2026-06-14
Diya Pillai,English,83,100,Unit Test 6,2026-06-14
Diya Pillai,Mathematics,95,100,Unit Test 6,2026-06-14
Diya Pillai,Geography,65,100,Unit Test 6,2026-06-14
Ishita Sharma,Mathematics,57,100,Unit Test 1,2026-01-15
Ishita Sharma,English,34,100,Unit Test 1,2026-01-15
Ishita Sharma,Computer Science,42,100,Unit Test 1,2026-01-15
Ishita Sharma,History,86,100,Unit Test 1,2026-01-15
Ishita Sharma,Geography,76,100,Unit Test 1,2026-01-15
Ishita Sharma,Science,69,100,Unit Test 1,2026-01-15
Ishita Sharma,Mathematics,61,100,Unit Test 2,2026-02-14
Ishita Sharma,History,91,100,Unit Test 2,2026-02-14
Ishita Sharma,English,26,100,Unit Test 2,2026-02-14
Ishita Sharma,Computer Science,36,100,Unit Test 2,2026-02-14
Ishita Sharma,Science,76,100,Unit Test 2,2026-02-14
Ishita Sharma,Geography,71,100,Unit Test 2,2026-02-14
Ishita Sharma,Mathematics,65,100,Unit Test 3,2026-03-16
Ishita Sharma,Geography,67,100,Unit Test 3,2026-03-16
Ishita Sharma,English,29,100,Unit Test 3,2026-03-16
Ishita Sharma,Science,82,100,Unit Test 3,2026-03-16
Ishita Sharma,Computer Science,29,100,Unit Test 3,2026-03-16
Ishita Sharma,History,96,100,Unit Test 3,2026-03-16
Ishita Sharma,English,31,100,Unit Test 4,2026-04-15
Ishita Sharma,Mathematics,70,100,Unit Test 4,2026-04-15
Ishita Sharma,Computer Science,23,100,Unit Test 4,2026-04-15
Ishita Sharma,History,100,100,Unit Test 4,2026-04-15
Ishita Sharma,Science,85,100,Unit Test 4,2026-04-15
Ishita Sharma,Geography,63,100,Unit Test 4,2026-04-15
Ishita Sharma,Computer Science,20,100,Unit Test 5,2026-05-15
Ishita Sharma,Mathematics,77,100,Unit Test 5,2026-05-15
Ishita Sharma,English,38,100,Unit Test 5,2026-05-15
Ishita Sharma,Science,90,100,Unit Test 5,2026-05-15
Ishita Sharma,History,100,100,Unit Test 5,2026-05-15
Ishita Sharma,Geography,59,100,Unit Test 5,2026-05-15
Ishita Sharma,Science,94,100,Unit Test 6,2026-06-14
Ishita Sharma,History,100,100,Unit Test 6,2026-06-14
Ishita Sharma,Computer Science,20,100,Unit Test 6,2026-06-14
Ishita Sharma,English,44,100,Unit Test 6,2026-06-14
Ishita Sharma,Geography,55,100,Unit Test 6,2026-06-14
Ishita Sharma,Mathematics,81,100,Unit Test 6,2026-06-14
Kabir Kapoor,English,53,100,Unit Test 1,2026-01-15
Kabir Kapoor,Computer Science,77,100,Unit Test 1,2026-01-15
Kabir Kapoor,Science,51,100,Unit Test 1,2026-01-15
Kabir Kapoor,Mathematics,82,100,Unit Test 1,2026-01-15
Kabir Kapoor,History,81,100,Unit Test 1,2026-01-15
Kabir Kapoor,Geography,82,100,Unit Test 1,2026-01-15
Kabir Kapoor,History,80,100,Unit Test 2,2026-02-14
Kabir Kapoor,Geography,67,100,Unit Test 2,2026-02-14
Kabir Kapoor,Computer Science,74,100,Unit Test 2,2026-02-14
Kabir Kapoor,Science,44,100,Unit Test 2,2026-02-14
Kabir Kapoor,English,54,100,Unit Test 2,2026-02-14
Kabir Kapoor,Mathematics,88,100,Unit Test 2,2026-02-14
Kabir Kapoor,Science,39,100,Unit Test 3,2026-03-16
Kabir Kapoor,Computer Science,75,100,Unit Test 3,2026-03-16
Kabir Kapoor,History,83,100,Unit Test 3,2026-03-16
Kabir Kapoor,Geography,76,100,Unit Test 3,2026-03-16
Kabir Kapoor,Mathematics,91,100,Unit Test 3,2026-03-16
Kabir Kapoor,English,57,100,Unit Test 3,2026-03-16
Kabir Kapoor,History,83,100,Unit Test 4,2026-04-15
Kabir Kapoor,Mathematics,97,100,Unit Test 4,2026-04-15
Kabir Kapoor,Science,32,100,Unit Test 4,2026-04-15
Kabir Kapoor,Geography,71,100,Unit Test 4,2026-04-15
Kabir Kapoor,English,56,100,Unit Test 4,2026-04-15
Kabir Kapoor,Computer Science,77,100,Unit Test 4,2026-04-15
Kabir Kapoor,Science,27,100,Unit Test 5,2026-05-15
Kabir Kapoor,Mathematics,100,100,Unit Test 5,2026-05-15
Kabir Kapoor,History,83,100,Unit Test 5,2026-05-15
Kabir Kapoor,Geography,78,100,Unit Test 5,2026-05-15
Kabir Kapoor,English,53,100,Unit Test 5,2026-05-15
Kabir Kapoor,Computer Science,75,100,Unit Test 5,2026-05-15
Kabir Kapoor,Science,23,100,Unit Test 6,2026-06-14
Kabir Kapoor,English,53,100,Unit Test 6,2026-06-14
Kabir Kapoor,Computer Science,76,100,Unit Test 6,2026-06-14
Kabir Kapoor,Geography,82,100,Unit Test 6,2026-06-14
Kabir Kapoor,Mathematics,100,100,Unit Test 6,2026-06-14
Kabir Kapoor,History,85,100,Unit Test 6,2026-06-14
Karthik Bhatt,Computer Science,81,100,Unit Test 1,2026-01-15
Karthik Bhatt,History,54,100,Unit Test 1,2026-01-15
Karthik Bhatt,Geography,65,100,Unit Test 1,2026-01-15
Karthik Bhatt,Science,79,100,Unit Test 1,2026-01-15
Karthik Bhatt,Geography,68,100,Unit Test 2,2026-02-14
Karthik Bhatt,Science,74,100,Unit Test 2,2026-02-14
Karthik Bhatt,Computer Science,83,100,Unit Test 2,2026-02-14
Karthik Bhatt,History,50,100,Unit Test 2,2026-02-14
Karthik Bhatt,History,47,100,Unit Test 3,2026-03-16
Karthik Bhatt,Computer Science,83,100,Unit Test 3,2026-03-16
Karthik Bhatt,Science,68,100,Unit Test 3,2026-03-16
Karthik Bhatt,Geography,74,100,Unit Test 3,2026-03-16
Karthik Bhatt,Geography,79,100,Unit Test 4,2026-04-15
Karthik Bhatt,Science,63,100,Unit Test 4,2026-04-15
Karthik Bhatt,History,42,100,Unit Test 4,2026-04-15
Karthik Bhatt,Computer Science,81,100,Unit Test 4,2026-04-15
Karthik Bhatt,Geography,85,100,Unit Test 5,2026-05-15
Karthik Bhatt,Computer Science,81,100,Unit Test 5,2026-05-15
Karthik Bhatt,History,38,100,Unit Test 5,2026-05-15
Karthik Bhatt,Science,59,100,Unit Test 5,2026-05-15
Karthik Bhatt,History,35,100,Unit Test 6,2026-06-14
Karthik Bhatt,Science,52,100,Unit Test 6,2026-06-14
Karthik Bhatt,Geography,92,100,Unit Test 6,2026-06-14
Karthik Bhatt,Computer Science,82,100,Unit Test 6,2026-06-14
Karthik Kulkarni,History,78,100,Unit Test 1,2026-01-15
Karthik Kulkarni,Geography,59,100,Unit Test 1,2026-01-15
Karthik Kulkarni,Mathematics,51,100,Unit Test 1,2026-01-15
Karthik Kulkarni,Computer Science,81,100,Unit Test 1,2026-01-15
Karthik Kulkarni,Geography,58,100,Unit Test 2,2026-02-14
Karthik Kulkarni,History,68,100,Unit Test 2,2026-02-14
Karthik Kulkarni,Mathematics,54,100,Unit Test 2,2026-02-14
Karthik Kulkarni,Computer Science,81,100,Unit Test 2,2026-02-14
Karthik Kulkarni,History,82,100,Unit Test 3,2026-03-16
Karthik Kulkarni,Computer Science,79,100,Unit Test 3,2026-03-16
Karthik Kulkarni,Geography,58,100,Unit Test 3,2026-03-16
Karthik Kulkarni,Mathematics,54,100,Unit Test 3,2026-03-16
Karthik Kulkarni,Computer Science,79,100,Unit Test 4,2026-04-15
Karthik Kulkarni,Geography,61,100,Unit Test 4,2026-04-15
Karthik Kulkarni,History,69,100,Unit Test 4,2026-04-15
Karthik Kulkarni,Mathematics,54,100,Unit Test 4,2026-04-15
Karthik Kulkarni,Geography,64,100,Unit Test 5,2026-05-15
Karthik Kulkarni,History,60,100,Unit Test 5,2026-05-15
Karthik Kulkarni,Mathematics,56,100,Unit Test 5,2026-05-15
Karthik Kulkarni,Computer Science,76,100,Unit Test 5,2026-05-15
Karthik Kulkarni,Computer Science,75,100,Unit Test 6,2026-06-14
Karthik Kulkarni,Mathematics,53,100,Unit Test 6,2026-06-14
Karthik Kulkarni,Geography,64,100,Unit Test 6,2026-06-14
Karthik Kulkarni,History,63,100,Unit Test 6,2026-06-14
Kavya Menon,Science,91,100,Unit Test 1,2026-01-15
Kavya Menon,Mathematics,61,100,Unit Test 1,2026-01-15
Kavya Menon,History,66,100,Unit Test 1,2026-01-15
Kavya Menon,Computer Science,83,100,Unit Test 1,2026-01-15
Kavya Menon,Geography,36,100,Unit Test 1,2026-01-15
Kavya Menon,English,95,100,Unit Test 1,2026-01-15
Kavya Menon,Geography,24,100,Unit Test 2,2026-02-14
Kavya Menon,Mathematics,50,100,Unit Test 2,2026-02-14
Kavya Menon,Science,83,100,Unit Test 2,2026-02-14
Kavya Menon,Computer Science,84,100,Unit Test 2,2026-02-14
Kavya Menon,English,100,100,Unit Test 2,2026-02-14
Kavya Menon,History,61,100,Unit Test 2,2026-02-14
Kavya Menon,English,100,100,Unit Test 3,2026-03-16
Kavya Menon,Geography,28,100,Unit Test 3,2026-03-16
Kavya Menon,History,54,100,Unit Test 3,2026-03-16
Kavya Menon,Science,69,100,Unit Test 3,2026-03-16
Kavya Menon,Mathematics,48,100,Unit Test 3,2026-03-16
Kavya Menon,Computer Science,84,100,Unit Test 3,2026-03-16
Kavya Menon,History,50,100,Unit Test 4,2026-04-15
Kavya Menon,Science,64,100,Unit Test 4,2026-04-15
Kavya Menon,English,100,100,Unit Test 4,2026-04-15
Kavya Menon,Computer Science,86,100,Unit Test 4,2026-04-15
Kavya Menon,Geography,36,100,Unit Test 4,2026-04-15
Kavya Menon,Mathematics,46,100,Unit Test 4,2026-04-15
Kavya Menon,Geography,34,100,Unit Test 5,2026-05-15
Kavya Menon,Mathematics,60,100,Unit Test 5,2026-05-15
Kavya Menon,Science,57,100,Unit Test 5,2026-05-15
Kavya Menon,History,46,100,Unit Test 5,2026-05-15
Kavya Menon,Computer Science,86,100,Unit Test 5,2026-05-15
Kavya Menon,English,100,100,Unit Test 5,2026-05-15
Kavya Menon,History,39,100,Unit Test 6,2026-06-14
Kavya Menon,Science,48,100,Unit Test 6,2026-06-14
Kavya Menon,Mathematics,71,100,Unit Test 6,2026-06-14
Kavya Menon,Geography,21,100,Unit Test 6,2026-06-14
Kavya Menon,Computer Science,84,100,Unit Test 6,2026-06-14
Kavya Menon,English,100,100,Unit Test 6,2026-06-14
Kavya Patel,History,76,100,Unit Test 1,2026-01-15
Kavya Patel,Geography,85,100,Unit Test 1,2026-01-15
Kavya Patel,Mathematics,84,100,Unit Test 1,2026-01-15
Kavya Patel,English,72,100,Unit Test 1,2026-01-15
Kavya Patel,Geography,91,100,Unit Test 2,2026-02-14
Kavya Patel,Mathematics,82,100,Unit Test 2,2026-02-14
Kavya Patel,English,79,100,Unit Test 2,2026-02-14
Kavya Patel,History,78,100,Unit Test 2,2026-02-14
Kavya Patel,Geography,79,100,Unit Test 3,2026-03-16
Kavya Patel,Mathematics,84,100,Unit Test 3,2026-03-16
Kavya Patel,English,85,100,Unit Test 3,2026-03-16
Kavya Patel,History,81,100,Unit Test 3,2026-03-16
Kavya Patel,Mathematics,86,100,Unit Test 4,2026-04-15
Kavya Patel,Geography,84,100,Unit Test 4,2026-04-15
Kavya Patel,English,88,100,Unit Test 4,2026-04-15
Kavya Patel,History,79,100,Unit Test 4,2026-04-15
Kavya Patel,History,81,100,Unit Test 5,2026-05-15
Kavya Patel,Geography,88,100,Unit Test 5,2026-05-15
Kavya Patel,English,95,100,Unit Test 5,2026-05-15
Kavya Patel,Mathematics,85,100,Unit Test 5,2026-05-15
Kavya Patel,History,81,100,Unit Test 6,2026-06-14
Kavya Patel,Mathematics,85,100,Unit Test 6,2026-06-14
Kavya Patel,Geography,76,100,Unit Test 6,2026-06-14
Kavya Patel,English,100,100,Unit Test 6,2026-06-14
Kiaan Joshi,Computer Science,48,100,Unit Test 1,2026-01-15
